博主,博文,日期,转发数,评论数,点赞数
江淮气象,#气象君的科普时间# 【气候变化对重污染天气影响为几何？】暴雨、低温、暖冬、雾霾。。。伴随全球气候变暖，近60年中国极端天气气候事件频发。我国中东部地区冬半年重污染天数增加，能见度显著下降。气候变化影响着大气环流、气温降水和风速甚至逆温层的结构。这些都制约着污染物的扩散。@中国天气 ,2017-03-08 19:59,1,,1
侯鑫哲Andy,别让生活中的“雾霾”迷惑了一双发现美好事物的眼睛。 ,2017-03-08 19:10,1,17,48
继续___走,D1千里之行始于足下，路途就此出发p1忽略那个抢眼的盆儿。p2是个山上石子路，下坡刹不住，差点发生危险。都是成队卡车，扬沙根本堪比北京雾霾最严重。p？第一天就被群狗追，光顾着跑，没拍照。 ,2017-03-08 18:02,,,2
话说西安,#西安身边事#【800米尘土飞扬　行人车辆玩“消失” 】最近春光明媚，雾霾远去，不过在西安西郊天台八路副四路上，却有一段800米的路段，依然尘土飞扬，行人车辆纷纷看不见。如此境况，还真是不遗余力的在给西安的蓝天指数抹黑。据我们了解，这几天，当地城管正在清理路两边的废弃机械设施，而机械清理 ,2017-03-08 17:15,2,,2
东田造型--Carina,新闻标题不断蹦出“20个城市连续雾霾”……打开天气预报，显示“重度雾霾”……在面对如此恶劣的环境，女生除了最关心健康，其次最关心的就是雾霾对肌肤的伤害了。今天，伊然老师就此话题给出了一些专业又详尽 网页链接 ,2017-03-08 16:44,1,,
贫民区1个,虚假象雾霾一样无处不在时！看到人性堕落轨迹……【女人越吃越年轻，一面承认自己也在用转基因大豆油！象一98老农说！因人已不拉好屎。我用人粪种粮食也没正味！谁都在劫难逃[ala吃货] ,2017-03-08 16:41,1,1,
城阳交警,【雾霾天行车牢记这9条】①最好把车上灯光都打开，但切忌使用远光灯；②保持较低车速；③使用喇叭提示；④不要盲目超车；⑤不要猛踩刹车；⑥单向三条车道选择中间车道，单向两条车道选择外侧车道；⑦必要时打双闪；⑧清除车内雾气；⑨必要时使用导航。 ,2017-03-08 16:25,8,1,1
邓超爱娘娘,今天发现之前在一点资讯发的，关于两会期间的交通预报没有过，说是内容敏感，我想应该说图片里的内容敏感了！突然觉得，什么言论自由，连抱怨都不行，还自由个毛，之前看关于乐天事件，有一网友评论说，我们只敢对符合国家利益的事情叫嚣，仔细一想的确这样，虽然雾霾很严重最多买个净化器，稍微对为什 ,2017-03-08 16:12,,,2
CocoaChina,【戒除焦虑，做安于平凡的程序员】网页链接 建国只是一个普通程序员，在小公司里写代码，薪水仅够房贷和家庭生活，以及每年一到两次短途自助游。建国的焦虑，就像雾霾，均匀的笼罩天地，却又来源复杂。建国看看朋友圈，都是一片功成名就。有的是 CEO，有的是投资人，还有的是网红。 ,2017-03-08 15:55,8,2,2
viviandalex,上午和同学一起去滑雪场滑雪橇，今天没有风，从照片可以看到市区雾霾挺严重的，不过滑雪场还好啦，雪坡缓且长，上来的时候有运送带。 ,2017-03-08 15:15,,19,31
求是,#求是网评#【让人民满意才能赢得掌声】百姓渴望新鲜空气，治理雾霾就刻不容缓；百姓渴望畅通无阻走正门，后门就要关上；百姓渴望办事“最多跑一次”，就要彻底消除“庸懒散慢拖”的“衙门”作风。只有让群众触摸得到、感受得到，人民幸福才有质感，国家政策才有温度。#2017年两会##砥砺前行这五年# ,2017-03-08 15:00,49,21,25
德州环境,【“治霾不过度承诺”是务实之举】所谓不过度承诺，就是指不“超前”承诺，不应允一些本来就办不到、不符合客观实际的事。较之于雾霾问题刚被关注之时，当前社会对雾霾的认识越来越清晰，对治理规律的把握也越来越到位。雾霾到底如何治，需要怎样的过程，民众心里其实也越来越有底。“做不到的不说不写 ,2017-03-08 14:55,9,2,
泰国别墅推荐,#苏梅岛别墅推荐# 不去普吉岛，不去巴厘岛，来苏梅岛住民宿吧，看看这里茂密的热带丛林，感受原始大自然，逃离雾霾！这家私人别墅设计独特，别具一格的纵深设计，让别墅延伸到海洋边缘，赏日落而息，听海潮声入眠。别墅三卧室，可以住六人，非常适合小家庭，如果想近距离接触大海，那就不要错过了哦~ ,2017-03-08 14:51,,10,2
TKG_MiyA,武汉出勤的杂图，热干面好吃，24新歌好听，国广按键好硬，outruu2DX好壮观，雾霾好可怕 ,2017-03-08 14:26,1,2,2
南望山人报,|评论 | 早... 既然早操制度无法取缔，那么应该给予相当的人性化措施：在空气污染指数达到一定程度后暂时停操。雾霾时停不停操，不仅关乎到学生的身体健康，更从细节处体现了一个大学能否对学生负应有的责任，表达应有的关怀。 ,2017-03-08 14:20,2,,4
综艺女神经,如果有一天我有一个蘑菇屋，我也愿意回到农村，远离雾霾，远离喧嚣。#向往的生活#期待我幼时的偶像李冰冰、任泉 ,2017-03-08 14:03,,,5
青岛环保,#两会话环保#中科院院长白春礼:为灰霾治理提供科技支撑。媒体上讲到灰霾现象时往往都用“雾霾”，这是约定俗成的词。其实，雾和霾是两种不同的现象，雾是自然的现象，而霾主要是由于人类活动所造成的污染排放和不利天气条件相互作用而形成的污染现象。雾和霾有的时候是交织在一起的，叫“雾霾”也不能 ,2017-03-08 13:15,3,2,
平度环保,#两会话环保#【王书平：粗放施肥、过量喷药也是雾霾的元凶】“粗放施肥、过量喷药正在造成农业立体式污染，成为雾霾形成的元凶之一。”王书平说，治理导致雾霾的农业污染源，亟需改进施肥方式，减少化肥用量，提高肥料利用率，减少农业立体式污染。他建议，在雾霾严重地区，比如张家口、承德、保定等地 ,2017-03-08 13:01,,1,3
汽车音乐1029,#两会炒河粉#《河北到底如何治霾？书记省长都发话了！》 政府工作报告再次点名雾霾，毫无疑问治霾将继续成为今年政府工作中的一项重要内容。目前，河北治理环境污染的压力很大，那河北该如何打好这场蓝天保卫战呢？快点看看咱们河北的代表委员们都有哪些高招 |河北到底如... ,2017-03-08 11:55,1,,
武汉高校新鲜事儿,#武汉生活#【昙花林泛悦汇入口处的一片艺术】废弃别墅区创作的以雾霾为主题的墙绘作品 前面昙花林的作品是想借助废弃建筑留住城市回忆 也侧面让更多人了解墙绘 by武汉终点站墙绘工作室 #武汉攻略# ,2017-03-08 11:35,10,12,42
昆仑决赵显非,我生意大利人的气了，为什么不把意航经营好，让我又要接受人类第一猛的俄国航空，无论闪电雾霾台风暴雨，就算南航停在地上都被风吹跑，奇异的俄航也必然起飞，nm不管迟到多久俄航还特么提前到达战斗的民族，人类的奇迹，然而我没碰到过空姐画上的那么漂亮空姐 |北京·首都... ,2017-03-08 11:15,,5,15
山东环境,【贺克斌： 完成“大气十条”目标仍需加油干】有人说雾霾治了半天没有效果，其实不是这样。一是确实有效果，数据都显示这几年空气污染都在下降，要有信心；二是确实还有难度，不是一两天就能治好，还得有耐心。当然，用不了像洛杉矶那样花50年时间，估计大概需要十几年时间；现在已经干了3年，接下来需 ,2017-03-08 11:00,46,18,7
AliceRuoyu,来天津之前，我还未曾预料到，我会如此深恶痛绝某一个城市。除了一个能让我觉得美好的人还有几门让我觉得有奋斗的目标和力量的课程，我发自内心的憎恨这里的一切，憎恨这里日夜不停的该死的狂风，憎恨这里不稳定的温度，憎恨这里的一花一木一草一树，憎恨这里恶心的雾霾，憎恨这里高的吓人的物价，憎恨 ,2017-03-08 10:22,,8,3
OKRAat,最近北京越来越暖和了 没有雾霾 蓝天白云 开车到奥森公园 坐在湖边吹着微风晒着太阳的日子太幸福了 ,2017-03-08 09:59,,,2
小太阳Fun-CPA,#学姐说# 《现在的努力，是为了以后过上自己想要的生活。》鉴于这几天的表现，觉得有必要写个反省帖。从上周末到今天，早上起不来也没去散步，没散步是外面雾霾有点严重，而没早起这点要差评。这几天效率也不高，精神萎靡，注意力难集中，困得慌易走神，昨天还特地自己做了当归煮蛋给自己补补，结果 ,2017-03-08 09:46,,7,11
南方都市报,#南都两会报道#【河北省委书记赵克志谈治霾：要铁腕也要科学】2015年7月，有过多地任职经历的赵克志调任河北。彼时，京津冀协同发展的顶层设计———《京津冀协同发展规划纲要》刚刚发布，河北面临着协同发展、转型升级、雾霾治理、脱贫攻坚等多项艰巨繁重的任务。 近两年过去了，作为京津冀一体化战略 ,2017-03-08 09:39,19,10,25
壹叶知夏,当下，中国人遇到了三大挑战，官商勾结是中国在社会领域的巨大挑战，不仅使经济发展不可持续，更导致贫富严重不均，社会公平失衡。阶层矛盾频发。2016年全国居民收入基尼系数为0.465，超过国际公认;警戒线；环境污染是第二大挑战，雾霾区高峰期影响范围达17个省市，超过国土面积的7分之一；人心迷失是 ,2017-03-08 09:30,1,,1
中国青年报,#中青报两会#【摄影：两会进行时】雾霾、房地产、侧供给——看看两会怎么说？|两会进行时 ,2017-03-08 08:00,35,3,55
购车完全指南,2017#日内瓦车展# 基于新E级打造而来的E级敞篷登录车展，融合优雅和个性于一体的奔驰E级敞篷，是不是在没有雾霾天时最好的选择呢？@李楠iceman @新浪汽车 @梅赛德斯-奔驰 ,2017-03-08 01:53,7,2,3
JKS-Ye,渺茫的未来，雾霾袭来，乌云密布的天空惶惶不安，晴空似乎变得遥远，再也无法抵达彼方， 我所爱的人与众不同，无畏无惧，勇往直前， 他踏着轻快决然的步伐屡次犯险，甚至不在乎别人眼光，就这么毅然决然拨开云层，带着他的傲气将我们拯救， 他是我们的勇者，他是我们的队长，是我们心之所向， 他无声的 ,2017-03-08 01:11,,2,7
王佳俊WJ-J,这是仙气十足的一天大早起来还以为是穿越了近期雾霾污染比较严重，大家注意做好防护措施呐，毕竟身体是革命的本钱呀咳咳咳晚安了 |武汉 ,2017-03-07 23:10,,,4
Miss梦宸宸,老公在京沈高速已经堵了7个小时了！这样的两会，有意义吗？2010年，我选择了北京，可这些年，雾霾，堵车，房价，还有我办公司去政府办公部门听着北京口音受的那些气，让我越来越不喜欢这座城市了！北上广，香港，重庆，都是我长期生活工作过的城市，北京作为生活成本最高的城市，居住体验却是最差！ ,2017-03-07 22:47,1,6,5
3颗猫糖,任何事都是有限的，因为有限是珍贵的，美的。从前人们并不在意空气，因为它无所不在任你予取予求。但当有了雾霾之后，新鲜的空气变得有限。大家开始盼望着风带走雾霾，带来新鲜的空气。爱情，亦是如此。只有有限的爱，才会被珍视。蜡炬成灰，大家会换一根继续点。 ,2017-03-07 22:46,,6,7
瓮中未满,去年十一月 有一天重度雾霾 那天晚上我失眠了 刺鼻空气让我感觉生活无望 那时老公在我旁边呼呼大睡 今天 我看了崔永元微博被封 提案被拒 我又失眠了 老公临睡前跟我说 别多想 别瞎写 别找事儿 此时 同样在我旁边呼呼大睡 都在沉睡！思想和身体都在沉睡！国家和人民都在沉睡！ ,2017-03-07 22:45,3,2,13
LEo871111,#临汾#我和花兒在等你告別上一年焱焱的夏陽飋飋的秋風皚皚的冬雪,2017-03-07 22:35,,10,19
桔梗上的味道,刚一上班就很忙，把去年冬天因为雾霾停工的出口全堆到现在了。。去了趟商检局还认错人把王哥叫成了薛哥，好尴尬-_-||昨晚和今天中午公司的人都出来聚餐，觉得公司越来越像个家了挺开心~ |沧州·荣盛... ,2017-03-07 22:21,,,6
前世那身袈裟,我们感觉社会冷漠，但吝于付出一个笑脸；埋怨环境污染，又不愿意捡一片垃圾；感叹道德下降，却不愿身体力行去做一件善事……抱怨、咒骂，不可能把人心骂善，把雾霾骂走，把道德水平骂上来。一切的改变必须用行动，让我们从小事做起！从现在开始！ |峨眉山市 ,2017-03-07 22:08,3,1,16
