博主,博文,日期,转发数,评论数,点赞数
only欣i,一直想下楼运动运动，因为雾霾一直没下去，好不容易今天天儿好。准备下楼穿衣服花了10分钟，下楼一趟冻得我脑袋疼！两首歌的工夫我就放弃了mdzz ,2016-11-27 15:36,2,4,5
石家庄微博头条,#燕赵身边事# 【雾霾再袭京津冀 最严禁令能否留住蓝天白云】这两天，随着寒潮影响的结束，多地气温回升，不过空气质量出现下滑。预计未来三天，京津冀地区霾天气将间歇出现。多个城市出台“最严”的空气污染防治措施抵御雾霾。（头条新闻） ,2016-11-27 15:33,4,4,1
傻白甜的穷桑掐动,某拽文艺的仙女:听说下雪天要个喜欢的人一起出去走走，走着走着就白了头。我:不好意思，我们下雨，出去走着走着就脑子进水。某仙女:明天下雪听说，我找我男朋友去。我:我猜明天有雾霾，走着走着另一半也不见了。 ,2016-11-27 15:30,1,9,4
夏天honey,竹林时隐于雨雾，林风沙沙作响，山涧溪水相伴，清高又纯朴，清丽又脱俗，逃离城市雾霾，不如林中小住。#雾霾又来了# |湖州·莫干... ,2016-11-27 15:30,,3,2
小红帽和金温暖,今天的我是这样的雾霾已经让我看不清电视塔了#心之所向就是最好的阳光# |西安·西北... ,2016-11-27 15:28,,4,5
陈腾跃-,收拾收拾，又要下凡了，不知道有没有雾霾，会不会落错地方 ,2016-11-27 15:22,16,31,85
三山五岳开道,午后，西风凛冽，雾霾驱散，天湛蓝。15公里，环绕沙城骑行一圈。 冬天是清冷的，像一道素菜，清淡而雅致。感受冬的气息，心也会变的风清云淡，与飘零的落叶去倾诉交谈！ |张家口·嘉... ,2016-11-27 15:19,,2,2
丁小丁_陌彬,周日天晴，远离雾霾，赏天童秋色。@西门町吃在宁波 ,2016-11-27 15:09,6,4,11
克里斯托夫-金,回国感受到雾霾笼罩的恐怖，霾色苍茫，没有蓝天白云，归心似箭的良好心情，一下飞机，荡然无存，国人对雾霾的调侃很幽默，五花八门，都比不上章子怡一句话来得痛快淋漓，她在微博“稀土部队”一句话：”可怜的孩子们，我选择室内无数个空气净化器；室外，没选择，直接抱上飞机走人！“——离开中国吗？ ,2016-11-27 15:07,165,69,77
Aope高钙,有雾霾啊#哈尔滨大剧院#感谢杨大美女的同行 |哈尔滨·哈... ,2016-11-27 15:06,,14,20
侠之大者谓之刺客rafeal,#跑就对了##因为跑步# 啥时候雾霾能散去@MonsterCrewRunning |西安·灞桥... ,2016-11-27 15:05,1,4,
PUPA老来俏,每次离开北京都是好天气，回来却是雾霾天！ ,2016-11-27 14:55,10,157,349
梁长远欧巴,#逃离雾霾#，远离寒冬，这里有诗和远方还有温情的海湾....#海南· 融创博鳌金湾#来海南项目考察，为您寻一处人生栖息港湾！#3天2晚 唤醒之旅#，期待与你一起同行。购房热线：15321031237 ,2016-11-27 14:53,1,1,2
Txuey_,雾霾蓝 表白馨姐@Sinbounboun  ,2016-11-27 14:52,,8,34
原阳,今日雾霾指数检测时间：早上7：30分检测地点：原阳东街三角加油站旁检测设备：汉王霾表M1PM2.5等级划分优 50 不存在空气污染问题，对公众的健康没有任何危害。各类人群可以正常活动。,2016-11-27 14:50,1,,1
中央气象台,坐在办公室里默默值班，好天气在那蓝色的玻璃窗外，要珍惜啊珍惜，这是下一次雾霾吹向号角前的礼赞。——古德·不得不值班·斯基 ,2016-11-27 14:49,22,73,181
讨厌的小傲,天气冷得我，看书我都抱紧了我的战友[捂脸]#雾霾天不灰芯# |天津·永安... ,2016-11-27 14:48,,,1
邓客奇,我有个朋友，特别喜欢创作阴谋论，不仅结合生活，还有自己的理论基础。比如前几天他见人就说，计划生育政策为什么放开了？之前那么严格，甚至严酷，上吊给绳，喝药给瓶，现在我什么放开了？很简单，因为国家的智囊们发现，20年后全国要有五亿人死于雾霾，所以必须放开生育。对方要是不信，他就说维基解 ,2016-11-27 14:45,3,5,2
Summer76s,对于那些在寒风和雾霾中挣扎的北方同学们… I am sorry!  |湛江·湛江... ,2016-11-27 14:45,1,4,9
三三best_010,看到这个报纸涨知识啦隐形眼镜会吸雾霾  幸好我不戴隐形眼镜  而且每天都会吃2颗观适健每天ipad，手机不离手的，保护视力是必须滴[机智][机智][机智]自从成为环保超市会员，观视健也是我每月必买的现在遇到了，就得珍惜，我的孩子不允许她像我一样近视? ,2016-11-27 14:44,1,,
爱旅游的晨曦丫头,咕咚襄阳官方跑团古城抗霾静走。让我们行动起来，拒绝污染，保护环境，驱散雾霾！ |襄阳 ,2016-11-27 14:30,,6,4
别隔气,雾霾 尘土 环境恶疾的新社会主义 |菏泽·牡丹... ,2016-11-27 14:24,,,4
黄西Joe_Wong,其实在北京幸福感来得很容易：没雾霾就好。 ,2016-11-27 14:24,48,132,1498
Bonnie_敏敏,昨晚看英剧，正好演到五十年代伦敦雾霾。三天，丘吉尔没管没回应，议会和女王就准备把赢得二战的伟大的丘吉尔弹劾了。计划被弹劾的前一个晚上丘吉尔赶紧开新闻发布会用二战前带领大家抗战的态度决心治理雾霾。就酱.......北京的雾霾“治理”了好几年，昨天指数还将近500，专家说其成分对身体有益呢！ ,2016-11-27 14:24,3,6,12
THU纯鲜酸牛奶,中午出门的时候雾霾散了 整个天都是蓝的 不过没有带手机拍下来不然又可以更ins往东走正好看见远处有架飞机在扯一条飞机云 感觉会有好运气嘭！ ,2016-11-27 14:23,5,,
天佑大江南北,两个老司机被雾霾寒潮天气推迟了三周的开（骑）车（行）终于在一个天朗气清的日子举身赴东隅。重回寂静无人的车道，听荻花瑟瑟，拾千年一贝；踏荆棘，俨车于上路，翼风而飞驰；骑遥遥以轻飏，风飘飘而拂衣。谈古今兮多少事，怅国计民生。然东南季风强烈，时而寸步难行，导致老司机到最后没互 ,2016-11-27 14:22,,1,5
呢个乱牙仔好鬼死Q啊,流生欢迎流生来tc，雾霾天不见阳 ,2016-11-27 14:19,1,,5
神魔醉春風,上海，復興公園。上海果然是經濟貢獻新的城市，中西文化兼收並蓄。週六周日的公園里聚集著三五成群的人，這些人主要分成兩個功能全，其一是談論股票，其二是關心國家大事。透過霧霾，可見藍天。 |上海·复兴... ,2016-11-27 14:13,,1,2
开心果姐姐肽食疗法,冰糖心苹果+有机雪梨+南杏+北杏+甜杏+猪肺，对抗雾霾有奇效，猪肺汤，润喉咙，尤其是突然的降温导致的呼吸道问题有很好的食疗功效 ,2016-11-27 14:12,1,,1
小石头_睿恩,#小石头成长记# Day 1532:大风雾霾散去～继续足球Day～拼抢很积极的石头这次终于有那么一丢丢团队意识～进球了主动拥抱；没进去就主动茬架不过男孩子还是多磨练下吧！奔跑吧！石头！果然中午吃多了直肠子直接在外婆家马桶上拉臭臭咯@不是秋天的风啦 ,2016-11-27 14:08,1,,1
谦济堂中医,（接上）多风而且雾霾也得考虑，2016-11-22到2017-01-20，高发疾病注意：疾病：哮喘，冠心病，心绞痛，心肌梗死，高血压，脑梗死，脑出血等病。 ,2016-11-27 14:07,5,5,
PPPaiaey,细胞考试前一周少了懒觉的半个月的确充实了许多。石家庄的天气会给人惊喜呢，供暖后依旧有蓝天，每天晒着早上的太阳便是满足。幸福感爆棚依赖着周围的人，喜欢没有雾霾时的这个城市 ,2016-11-27 14:05,,,3
琨尼酱,没吸到雾霾 骗子 |潍坊·潍坊... ,2016-11-27 14:01,,3,7
计划外小芽妈,必胜客的早餐 到现在还不饿 花了62吃饭 买了68的娃娃 ps2016年度小中药儿又走起！屁民的儿什么时候能好啊 昨儿个人家国际章带着娃躲雾霾说飞就飞哩 纯纯的羡慕嫉妒恨哦 ,2016-11-27 13:54,4,3,
蝾螈宝宝,昨天阿姨拿着橡皮筋和手套，追在我身边，命令我扎起头发，挽起袖口，和她一起干活儿。今天她休息，我也偷懒，借口雾霾天，连被子都没嗮。一口茶，一块巧克力，逍遥自在！ ,2016-11-27 13:50,2,,3
恩惠的生命,沈阳一小区物业管理就这样，每年都要烧树叶 雾霾哪里来的？环境都这样了，不去保护，还在破坏！太无知了！园区里所有的住户都要忍受刺鼻难闻的气味，年年如此……投诉物业也没有人管！环境监管部门吃闲饭的吗？真令人无语！@作家陈岚 @新周刊 @柴静看见 @财经网 @石述思 @环保董良杰 ,2016-11-27 13:47,1,,2
安妮打小怪兽,你在郑州的雾霾里大雪纷飞，我在三亚的艳阳里玩水看妹 ,2016-11-27 13:44,,2,5
PH偏碱,不关心粮食与蔬菜。没有马也没有柴。只有雾霾。现在的我，只关系昆虫纲的特征我国禁止的进境物高温处理的方式有害生物的传播方式如何检验菜豆象马铃薯甲虫稻水象产地检验预检隔离检验植物检疫的基本程序，已及。非。洲。大。蜗。牛。 ,2016-11-27 13:41,,4,4
三月烟沙,#摆渡车险撞飞机#总觉得现在很多隐患都处于一个爆发时期，隐藏的很多问题都要浮出水面了，什么时候会是大规模的爆发了？食品危险？雾霾埋城？地下水污染？ ,2016-11-27 13:35,1,,1
jessie_juanjuanliu,大风与雾霾，二选一的问题。 ,2016-11-27 13:34,,5,6
照亮世界的人,昨晚的雾霾指数达到357，严重污染。没想到今晨雾霾消失的无影无踪，寒冷驱赶了雾霾，西北风成了雾霾杀手。蓝色的天空，金灿灿的阳光，顶着阳光开车，几乎啥都看不清。不到8点到达长阳滨河公园，慢跑1个多小时，身体微微出汗。9点半参加健步走活动，大约11点左右结束。 ,2016-11-27 13:33,1,,5
老铭v,一碗素面，这里的天空没有雾霾。 |大连·横山... ,2016-11-27 13:25,,8,3
新浪科技,【人民日报谈北京雾霾耐药菌：不等于人体抗药】近日，瑞典一项研究中提到，从北京一次雾霾天的14份空气样本中检测出抗生素耐药性基因。人民日报称，一些媒体把耐药性基因等同于耐药菌，从而推论出“呼吸了这样的空气，将导致药物失去作用”。那么这种担忧背后的真相又是什么呢？|人民日报谈... ,2016-11-27 13:10,27,48,32
想叫杨默默都不行,初冬的好天气，一家人出来散步，马路两边有骑行的人，散步的人！沉浸在各种色彩里都忘记明天就是星期一杭州的美真是一个敢说自己是第二就没人敢说第一的城市，来这里三年了，现在我已经把杭州当成了自己的家，看到北京的雾霾和拥堵我只能把那份对家的爱寄情于这里了 |杭州·八卦... ,2016-11-27 13:07,,6,2
PT我们俩,昨天去看老妈，她还是气喘，试过很多药都不见效。真不知老年人这种心衰造成的喘要怎样才能治好昨夜回郊区的家，睡眠质量明显好得多。今天雾霾散了，天气晴好 ,2016-11-27 13:05,1,18,4
恙少一blue,小时候家在农村，读书也在农村，每日能够见到的，大抵也就是蓝天白云，动物平房，一心想着到城市，去感受大都市的繁华，而现在，一个三线首府城市，能够见到这样的蓝天，已是难得。姐姐在北京，刚刚有了小孩，可是，整天的雾霾，不得不关门闭窗，生怕不好的空气让宝宝过敏。时至今日，我们可以吃饱穿暖 ,2016-11-27 13:05,,,2
月蹈,今年的国考大军仍然人山人海，考前挤厕所，考完挤公交。幸好今天天气还可以，雾霾消散晴空万里，我坐在民心河畔消磨中午的休息时光，看水中清晰的高楼倒影也觉得清冷。树叶还绿，可是不能改变深冬的事实，手有些僵。 ,2016-11-27 12:58,,,
装高冷的连连酱,浪多了的结果就是又又又…过敏了 噢雾霾再也不见不过雇了个大长腿拖行李还参与了民间大型集体活动－－广场舞这两天被一句Hi sweety～♂给甜的不要不要的 黄绿色水汪汪的眼睛真的太好看了 ,2016-11-27 12:50,,30,8
龙美含beautykitty,天好蓝啊～，这魔术厉害啦，一觉醒来雾霾哪儿去啦[抠鼻] ,2016-11-27 12:49,,5,7
萝贝樱子_仙女田子,天空放晴，雾霾散尽。安静的老教室，身边的考研宝宝奋笔疾书。想起了去年的我们，恍惚之间，天南海北。 |北京·中国... ,2016-11-27 12:46,,2,2
小学生笃笃,清晨赶着替孩子去取昨天忘记的课本。城中人少， 雾霾的天蓝得不高也不远。雨后的法桐抖落斑斓的颜色，仿佛回到初秋。等红灯的时候，抬眼看见树梢的一丝云...突然间，那个阳光灿烂的秋日就那么猝不及防地沉沉撞来，虽然我已经忘了。疼痛依然那么清晰，钝钝的压下来，令人窒息。 ,2016-11-27 12:42,1,6,
安阳新区高庄三中,#安阳校园#为了有一片蓝天，为了能自由呼吸，我校积极向学生和家长宣传雾霾的相关知识，呼吁大家一起行动起来，减少污染，绿色出行，为环境保护贡献自己的一份力量。@安阳市教育局 @安阳新区教体科 @安阳身边儿事 @安阳本地资讯 ,2016-11-27 12:40,4,3,3
慢跑的熊,两天严重的雾霾过去了，今晨奥森的天气格外的好，零上5度，无风。跑步，走路锻炼的人也比上周多了很多，冬日的奥森显得很热闹。63分钟跑完10公里。状态正常。神清气爽很舒服。累计9057公里了。 ,2016-11-27 12:20,,3,6
日照环境,京津冀等地雾霾逐渐减弱消散 江淮等地有轻度霾 网页链接 ,2016-11-27 12:16,8,3,2
LIUWEN刘雯,没有滤网 靠的就是我们的肺 这就是我们生存的空间  尽可能的为自己 为家人创造最佳生活环境吧 雾霾早点再见 ,2016-11-27 12:14,3,,
白菜省钱君,【￥9.5】CHIEFDON/仟佰盾 N95防尘防霾口罩5个，送5个，总共10个，评价不错，雾霾严重的地方还是要备一些 ,2016-11-27 12:11,5,20,43
