博主,博文,日期,转发数,评论数,点赞数
陇南文县发布,【雾霾与耐药菌真能扯上关系？疾控中心专家来解答！】近日，瑞典哥德堡大学抗生素耐药性研究中心教授拉尔森等人在《微生物》期刊发表的《人、动物和环境耐药基因组的结构与多样性》一文经国内媒体报道后引发关注。有媒体称，该研究表明北京雾霾中发现耐药菌，相比他国样本，北京雾霾中含有“最多种类的 ,2017-01-09 09:41,56,14,6
丹丹和旺仔的家,我为什么讨厌雾霾呢？是因为我好不容易说服我妈同意嫁给我老公，那天我老公踏着七彩祥云坐着大飞机从从厦门飞到郑州来娶我，结果因为雾霾太大，飞机无法落地，在郑州的上空转了一圈就飞回厦门了！ ,2017-01-09 09:39,8,6,10
昆明发布,#昆明旅游#【昆明街头樱花盛放，路人如在画中游！】#世界春城花都·健康宜居昆明# 这是一座只有四季花开、春天常驻的城市，在北国一片冰雪雾霾的季节，这里依旧阳光明媚，街头樱花盛开，繁花似锦。市民行走街巷间，犹如正在画中游↓↓ via：@郑晓光 ,2017-01-09 09:32,102,36,24
曲江新区,#治污减霾#【从浑浊到清朗，治霾路上还需撸起袖子加油干】形成雾霾绝非一日之寒，清除雾霾也不能一蹴而就，从浑浊到清朗，需要公众的普遍觉醒，需要各界的鼎力推动，需要全社会的共同参与。那么，面对雾霾，西安今后还能做些什么呢？（via：西安发布） ,2017-01-09 09:32,2,,
平安商丘,#蜀黍开讲啦#【防霾招】雨才停了一天，雾霾又来了！@平安商丘 蜀黍为您准备了防霾招，宝宝们遇见雾霾，不怕不怕啦！宝宝们速度戳图吧！ ,2017-01-09 09:30,49,18,5
中国证券报,【治霾力度加大 上市公司紧抓商机】环保部部长陈吉宁日前表示;下一步将从加大燃煤锅炉取缔力度等方面针对性地强化冬季雾霾治理力度。机构预测;“十三五”期间;雾霾治理将带来约8500亿元的市场空间。不少上市公司瞅准了这块大蛋糕;纷纷布局防霾治霾产业;订单和业绩都大幅增长。|治霾力度加... ,2017-01-09 09:28,4,3,1
老鼠皇帝首席村妇,#享耀全世界#当我们抬头不再看到蓝天，当夜幕降临亦不见星空，当雾霾充斥每一个日常，我们还谈什么幸福？多么希望我们的山河能够摆脱污染，我们的大海能够依然纯净如加勒比的海。#老鼠皇帝首席村妇150天南美行##我只想和你去远方# ,2017-01-09 09:27,4,4,11
临沂环境,#我们在行动# 8日下午，临沂市100多名跑步爱好者，在“三九”天里赤膊上阵，用“光猪跑”的方式呼吁市民绿色出行、保卫蓝天，共同抗击雾霾。 ,2017-01-09 09:27,30,22,34
中国证券报,【雾霾拷问黑色系】“这种雾霾天，是时候考虑做空黑色系了。”一位期货私募人士早在2016年12月份便发出感慨。事实证明，他是对的。2016年12月13日以来，螺纹钢期价累计下跌15.48%；同年11月28日以来，焦煤期货累计下跌21.12%，同期焦炭期货累计跌幅为22.63%。|雾霾拷问黑... ,2017-01-09 09:25,2,3,2
爱牙宝贝计划,#只有牙医知道# 雾霾之下，家长不要忽视孩子的口腔健康，雾霾诱导儿童龋齿？雾霾导致牙齿变色（氟斑牙）？雾霾天冷易导致牙疼？ ,2017-01-09 09:18,2,,
你不知道的庄里事儿,#石家庄互动# 【沉陷之地 雾霾之源，谁是京津冀雾霾的真凶！】因为矿山，这里膨胀暴富，又衰败沉沦。烟尘散尽，河流干涸，房子倒塌，沉陷坑多到数不清，呼吸变困难。“煤矿养活了一帮富人……农民失业失地，没有了生活源路……我是一个有良心的官员”。新浪新闻3年跑遍21个沉陷地，这或许也是今日雾霾 ,2017-01-09 09:16,26,6,21
太原月老蜀黍,#太原身边事# 【中国190座城市雾霾排名榜出炉，太原居然才56】看来祖国有潜力的城市太多太对，污染到看不见对面楼的太原，居然才排56，那前十的城市是不是天天都在呼吸着雾霾大酱汤！ ,2017-01-09 09:13,1,4,4
开封日报,雾霾仍将持续 期待周末冷风深冬季节，气温偏高又缺少降水，非常不利于大气污染物的扩散，这就是我们为霾所笼罩的原因，新一周，我们又将面临这种局面。据市气象台1月8日傍晚预报，新一周我市基本无降水，平均气温略偏高，为0.5～1℃(历年均值0.1℃），极端最低气温在-3℃左右。具体预报如下：周 ,2017-01-09 09:10,7,,2
北京日报,【专家释疑：重污染过程为何多发重发】 此次“跨年”雾霾刚刚结束，为何重污染过程多发重发？专家介绍，大气环境容量低，大气自净能力弱，是霾日数偏多的原因之一。2016年全年38个重污染天9成以上都集中在秋冬季，很容易让大家印象深刻。 |专家释疑：... ,2017-01-09 09:10,13,18,13
海西晨报,#厦门天气# 【冷空气驾到厦门将迎来大风降温 雾霾也将被驱散】今天，2017年第一股冷空气将南下影响厦门，给厦门带来降温及沿海大风天气。本次冷空气影响会持续到11日，厦门沿海将出现6级-7级大风。 今明两天市区最高气温将跌至20℃左右，夜晨最低气温在12℃至13℃，岛外山区最低气温可降至8℃。极端最 ,2017-01-09 09:03,1,2,3
许昌同城会,#许昌#雾锁莲城，霾入身心#许昌雾霾# ,2017-01-09 09:03,4,4,8
缓缓路过,小时候每天幻想着四个现代化，一听到雷锋张海迪就热血沸腾，上高中了还时刻准备着为共产主义理想奉献终生。直到那年的春夏之交，顷刻颠覆了我所有的执着与梦想，人性和灵魂开始主宰我的生命热情。不能兼济天下唯求独善其身，在这个风沙遍地雾霾漫天的季节，至少不会卑躬屈膝奴颜媚骨的出卖自己的人格！ ,2017-01-09 09:03,9,7,
趋势交易的奶爸,做个市场心理小调查。假设今天早上到办公室，还没开盘，你桌上摆着两份报告：1.《雾霾严重，环保股为什么不涨》；2.《擦，周五竟然有10个股票跌停》。而你只能看其中一份。你会选择看哪份？请在评论中用数字回复。 ,2017-01-09 09:01,9,337,121
黑马良驹,雾霾散了，世界又繁忙起来。早上，开车送嘟嘟上学，一出小区门就遭遇了堵车。小区门口乱停放的车，让出小区的车必须拐大弯才能开走，造成小区门口的道路拥堵。好不容易拐出小区门，走了一段，车又停滞不前了。车堵在那里，看着显示屏上的时间在跳，嘟嘟上学马上就迟到了，心焦如焚。车堵在路上，有人 ,2017-01-09 09:01,7,3,3
大河报,这会儿的雾霾好像是加重了，小编在办公室里，看不清街对面几十层高的大楼~~~@河南气象 @绿色郑州 ,2017-01-09 09:00,5,36,36
蔡Jolin小公举,#大理双廊# 11天的我云南之旅，今天开始返程了，有点失望的版纳，心心念念的美丽泸沽湖，再次到来的大理。嗯，行程总的来说还算美好。泸沽湖我一定会再去的。原本这里还要去成都重庆，取消了先回家还得陪外婆过70岁生日呢，话说，成都今天雾霾么？飞机晚点我是不是可以退全票，现在只能退16块 ,2017-01-09 08:58,1,6,3
山东高速交警,#山东高速路况#虽雾霾渐轻，部分高速公路通行仍然受限，请司机朋友合理规划出行路线，一路平安~@齐鲁电视台 @山东交通广播 @936私家车广播 ,2017-01-09 08:56,2,4,1
勋奇,山西临汾重现“伦敦毒雾”，官方为何沉默 ？其实，官方早就知道雾霾的来源和生成……|媒体：山西... ,2017-01-09 08:55,4,25,41
央视新闻,【必看！哪些口罩能防霾？老人孩子最好不戴防霾口罩，为啥？】中国疾病预防控制中心主任王宇表示，雾霾天外出时建议戴口罩，特别是具备PM2.5过滤功能的口罩，能显著减少PM2.5的吸入。那么问题来了，哪些口罩能防霾？选口罩时要注意什么？戳↓了解，扩散周知！ |必看 | 哪... ,2017-01-09 08:55,1414,668,1119
泰山晚报,#泰安新闻##雾霾# 大雾橙色预警刚刚解除两天，又重新袭来，又有市民调侃面对面“不识人”了。泰安市气象台1月9日07时30分发布大雾橙色预警信号：目前泰安部分地区已经出现能见度小于200米的浓雾，预计今天白天，我市大部分地区将出现能见度小于200米局部小于50米的浓雾。市民外出驾车注意安全，老人儿 ,2017-01-09 08:47,4,1,4
平安南开,#早安# 连日雾霾之后，今天的天空还算晴朗，会不会让周一的心情好一些呢。从今日起至4月8日，本市机动车限行尾号再次轮换，今日限行4和9，开车出门的朋友要留意了。 ,2017-01-09 08:39,8,,
新浪内蒙古,【这个冬天 遇见网红火车站 #爱上冰雪阿尔山# 】逃离雾霾必去的一个地方里，一定有阿尔山。这座城市的每个角落都吸引着众位来客：安静的雪景，璀璨的夜空，色彩斑斓的建筑~淳朴的民风和充满异域风情的建筑让人流连忘返~也许你还没有来过阿尔山，但你一定知道这所网红火车站 ,2017-01-09 08:30,3,1,7
维意定制,#意起家装# 现在空气污染越来越严重了，除了雾霾，其实室内的甲醛危害更大！教你4招，巧妙去甲醛，很便利哦~~ ,2017-01-09 08:30,15,8,22
财新网,【潘小川：没有针对雾霾污染的特效食物】（记者 周辰）潘小川表示，目前国内外都开始关注到，空气中还存在着大量比PM2.5更小的超细颗粒物，这些颗粒物出现了一些纳米的特征，在人体内的运移规律比PM2.5更加复杂。他还明确表示：“没有什么特效的针对雾霾污染的食物。” |潘小川：没... ,2017-01-09 08:28,42,31,35
梦疏雨,#疏雨播报#趁着假期，订了个小目标；离开温暖的被窝，勤劳的儿子一大早就顶着刺骨的寒意跑到驾校去练车，却因厚厚，浓浓的雾霾不得不打道回府，这可恶的雾霾，白瞎了儿子一片练车的热情，我也好心疼！@辛锐风 怎么不一早播报，也可以省了儿子室外的奔波，这得多吸多少霾啊！ ,2017-01-09 08:28,2,3,
河北新闻哥,#谁是京津冀雾霾的真凶#那谁才是制造雾霾的真凶？环保部部长陈吉宁6日晚召开媒体见面会，用一组数据给出了答案。京津冀冬季雾霾为何不见好转?陈吉宁部长表示，从2016全年看，大气治理有实在的进步，但如果单独看冬季，进步有限，甚至没有进步。这其中一个原因就是冬季供暖问题。 ,2017-01-09 08:22,7,12,10
新浪财经,【经济学家谈雾霾治理：欢送高耗能的“曹德旺”走】前段时间“曹德旺走了”，玻璃厂走了的消息引起争论，大家很郁闷。但其实我们调整产业结构，就是想让这些高耗能产业比重下来。我们现在不能既要搞高端制造，又要搞服务业，不让“曹德旺”走，我们应该欢送他们走，这是好事儿。|专家治雾霾... ,2017-01-09 08:19,104,174,52
河北省环保厅,【河北日报:肩负使命 迎难而上  坚决打好环境治理的重大战役 ——访省环保厅厅长陈国鹰及有关专家】|肩负使命 ...　　记者：这些年我省在环境治理上确实下了很大力气，有目共睹。不过近期雾霾频发，很多群众也确实表示不理解，为什么雾霾反而越来越重？　　陈国鹰（省环境保护厅厅长）：雾霾 ,2017-01-09 08:15,6,11,5
李迅雷,洛杉矶在上世纪40年代是一个污染非常严重的城市，但就防污染立法问题，不同利益集团之间博弈了整整27年，从1943年出现严重雾霾天气，到1970年出台《清洁空气法案》，再到1999年一级污染警报的天数降为零，走出雾霾的时间整整花了56年。 网页链接 ,2017-01-09 08:12,78,51,50
晨馨暮语,一早奇迹般地出了太阳，来上海这么多次，还是第一次遇见晴天。去机场的路上，一路阳光明媚，虽然仍有雾霾，但是已经可以看见蓝天的模样，放晴的感觉真好。 ,2017-01-09 08:12,1,24,11
凤凰财经,【环京涉“大气污染”上市公司超百家 工资成药企最大“忧患”】2017年1月8日，北京及周边省市的最近一轮雾霾预警相继解除。而雾霾所带来的被迫停产和限产的可能性依然是悬在许多上市公司头顶的“达摩克利斯之剑”。|环京涉“大... ,2017-01-09 08:08,9,9,14
